DataLogin,Regione,Ordine,ACso,Totale,Maschi,Femmine,AluTot,AluMaschi,AluFemmine,AluITA,AluSTRA,TutTot,TutMaschi,TutFemmine,TutITA,TutSTRA
2023-01-30,CAMPANIA,MM,1,7,2,5,3,1,2,3,0,4,1,3,3,1
2023-01-30,CAMPANIA,MM,2,7,3,4,3,2,1,3,0,4,1,3,4,0
2023-01-30,CAMPANIA,MM,3,3,0,3,1,0,1,1,0,2,0,2,2,0
2023-01-30,LAZIO,SS,4,1,1,0,1,1,0,0,1,0,0,0,0,0
2023-01-30,LAZIO,SS,5,2,0,2,2,0,2,1,1,0,0,0,0,0
2023-01-30,LIGURIA,EE,4,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-01-30,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-01-30,LIGURIA,MM,2,13,5,8,12,5,7,8,4,1,0,1,1,0
2023-01-30,LIGURIA,MM,3,5,4,1,4,4,0,2,2,1,0,1,1,0
2023-01-30,LOMBARDIA,MM,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-01-30,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-01-30,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-01-30,LOMBARDIA,SS,4,10,5,5,8,5,3,7,1,2,0,2,2,0
2023-01-30,LOMBARDIA,SS,5,17,4,13,14,3,11,12,2,3,1,2,3,0
2023-01-30,SICILIA,EE,1,5,3,2,5,3,2,5,0,0,0,0,0,0
2023-01-30,SICILIA,EE,2,4,2,2,4,2,2,4,0,0,0,0,0,0
2023-01-30,SICILIA,EE,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-01-30,SICILIA,EE,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-01-31,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-01-31,CAMPANIA,EE,4,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-01-31,CAMPANIA,EE,5,1,1,0,0,0,0,0,0,1,1,0,0,1
2023-01-31,CAMPANIA,MM,1,6,2,4,3,1,2,3,0,3,1,2,3,0
2023-01-31,CAMPANIA,MM,2,7,3,4,3,2,1,3,0,4,1,3,4,0
2023-01-31,CAMPANIA,MM,3,3,0,3,1,0,1,1,0,2,0,2,2,0
2023-01-31,LAZIO,SS,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-01-31,LIGURIA,EE,4,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-01-31,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-01-31,LIGURIA,MM,2,13,5,8,12,5,7,8,4,1,0,1,1,0
2023-01-31,LIGURIA,MM,3,5,4,1,4,4,0,2,2,1,0,1,1,0
2023-01-31,LOMBARDIA,MM,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-01-31,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-01-31,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-01-31,LOMBARDIA,SS,4,8,4,4,6,4,2,6,0,2,0,2,2,0
2023-01-31,LOMBARDIA,SS,5,20,4,16,17,3,14,15,2,3,1,2,3,0
2023-02-01,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-01,CAMPANIA,EE,4,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-01,CAMPANIA,EE,5,3,2,1,1,1,0,1,0,2,1,1,1,1
2023-02-01,CAMPANIA,MM,1,9,3,6,5,2,3,5,0,4,1,3,3,1
2023-02-01,CAMPANIA,MM,2,7,3,4,3,2,1,3,0,4,1,3,4,0
2023-02-01,CAMPANIA,MM,3,3,0,3,1,0,1,1,0,2,0,2,2,0
2023-02-01,LAZIO,SS,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-01,LIGURIA,EE,4,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-01,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-01,LIGURIA,MM,2,13,5,8,12,5,7,8,4,1,0,1,1,0
2023-02-01,LIGURIA,MM,3,5,4,1,4,4,0,2,2,1,0,1,1,0
2023-02-01,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-01,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-01,LOMBARDIA,SS,4,6,1,5,5,1,4,4,1,1,0,1,1,0
2023-02-01,LOMBARDIA,SS,5,15,4,11,12,3,9,10,2,3,1,2,3,0
2023-02-01,SICILIA,EE,1,4,2,2,4,2,2,4,0,0,0,0,0,0
2023-02-01,SICILIA,EE,2,3,2,1,3,2,1,3,0,0,0,0,0,0
2023-02-01,SICILIA,EE,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-02,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-02,CAMPANIA,EE,4,2,1,1,1,1,0,1,0,1,0,1,1,0
2023-02-02,CAMPANIA,EE,5,2,2,0,1,1,0,1,0,1,1,0,0,1
2023-02-02,CAMPANIA,MM,1,7,1,6,3,0,3,3,0,4,1,3,3,1
2023-02-02,CAMPANIA,MM,2,7,3,4,3,2,1,3,0,4,1,3,4,0
2023-02-02,CAMPANIA,MM,3,3,0,3,1,0,1,1,0,2,0,2,2,0
2023-02-02,LAZIO,SS,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-02,LIGURIA,EE,4,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-02,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-02,LIGURIA,MM,2,11,5,6,10,5,5,6,4,1,0,1,1,0
2023-02-02,LIGURIA,MM,3,5,4,1,4,4,0,2,2,1,0,1,1,0
2023-02-02,LOMBARDIA,MM,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-02,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-02,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-02,LOMBARDIA,SS,4,7,3,4,5,2,3,4,1,2,1,1,2,0
2023-02-02,LOMBARDIA,SS,5,14,3,11,11,2,9,9,2,3,1,2,3,0
2023-02-02,SICILIA,EE,1,5,2,3,5,2,3,5,0,0,0,0,0,0
2023-02-02,SICILIA,EE,2,7,5,2,7,5,2,7,0,0,0,0,0,0
2023-02-02,SICILIA,EE,3,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-02,SICILIA,EE,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-03,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-03,CAMPANIA,EE,4,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-03,CAMPANIA,EE,5,2,1,1,1,1,0,1,0,1,0,1,1,0
2023-02-03,CAMPANIA,MM,1,7,2,5,3,1,2,3,0,4,1,3,3,1
2023-02-03,CAMPANIA,MM,2,7,3,4,3,2,1,3,0,4,1,3,4,0
2023-02-03,CAMPANIA,MM,3,4,0,4,2,0,2,2,0,2,0,2,2,0
2023-02-03,LAZIO,SS,5,2,0,2,2,0,2,1,1,0,0,0,0,0
2023-02-03,LIGURIA,EE,4,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-03,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-03,LIGURIA,MM,2,11,5,6,10,5,5,6,4,1,0,1,1,0
2023-02-03,LIGURIA,MM,3,4,3,1,3,3,0,1,2,1,0,1,1,0
2023-02-03,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-03,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-03,LOMBARDIA,SS,4,8,3,5,6,2,4,5,1,2,1,1,2,0
2023-02-03,LOMBARDIA,SS,5,12,1,11,10,1,9,9,1,2,0,2,2,0
2023-02-03,SICILIA,EE,1,4,2,2,4,2,2,4,0,0,0,0,0,0
2023-02-03,SICILIA,EE,2,7,3,4,7,3,4,7,0,0,0,0,0,0
2023-02-03,SICILIA,EE,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-04,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-04,CAMPANIA,EE,4,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-04,CAMPANIA,MM,1,6,2,4,3,1,2,3,0,3,1,2,2,1
2023-02-04,CAMPANIA,MM,2,6,3,3,2,2,0,2,0,4,1,3,4,0
2023-02-04,CAMPANIA,MM,3,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-04,LAZIO,SS,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-04,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-04,LIGURIA,MM,2,9,4,5,9,4,5,7,2,0,0,0,0,0
2023-02-04,LIGURIA,MM,3,2,1,1,1,1,0,0,1,1,0,1,1,0
2023-02-04,LOMBARDIA,MM,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-04,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-04,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-04,LOMBARDIA,SS,4,6,3,3,6,3,3,6,0,0,0,0,0,0
2023-02-04,LOMBARDIA,SS,5,13,2,11,12,2,10,10,2,1,0,1,1,0
2023-02-04,SICILIA,EE,1,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-04,SICILIA,EE,2,2,2,0,2,2,0,2,0,0,0,0,0,0
2023-02-04,SICILIA,EE,4,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-04,SICILIA,EE,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-05,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-05,CAMPANIA,EE,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-05,CAMPANIA,EE,4,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-05,CAMPANIA,EE,5,2,1,1,1,1,0,1,0,1,0,1,1,0
2023-02-05,CAMPANIA,MM,1,6,2,4,4,1,3,4,0,2,1,1,1,1
2023-02-05,CAMPANIA,MM,2,7,3,4,3,2,1,3,0,4,1,3,4,0
2023-02-05,CAMPANIA,MM,3,3,0,3,1,0,1,1,0,2,0,2,2,0
2023-02-05,LIGURIA,EE,4,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-05,LIGURIA,EE,5,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-05,LIGURIA,MM,2,11,5,6,10,5,5,6,4,1,0,1,1,0
2023-02-05,LIGURIA,MM,3,5,4,1,4,4,0,2,2,1,0,1,1,0
2023-02-05,LOMBARDIA,MM,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-05,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-05,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-05,LOMBARDIA,SS,4,6,2,4,5,2,3,5,0,1,0,1,1,0
2023-02-05,LOMBARDIA,SS,5,11,0,11,9,0,9,7,2,2,0,2,2,0
2023-02-05,SICILIA,EE,1,2,1,1,2,1,1,2,0,0,0,0,0,0
2023-02-05,SICILIA,EE,2,3,1,2,3,1,2,3,0,0,0,0,0,0
2023-02-06,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-06,CAMPANIA,EE,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-06,CAMPANIA,EE,4,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-06,CAMPANIA,EE,5,3,2,1,1,1,0,1,0,2,1,1,1,1
2023-02-06,CAMPANIA,MM,1,7,2,5,3,1,2,3,0,4,1,3,3,1
2023-02-06,CAMPANIA,MM,2,6,3,3,2,2,0,2,0,4,1,3,4,0
2023-02-06,CAMPANIA,MM,3,3,0,3,1,0,1,1,0,2,0,2,2,0
2023-02-06,LAZIO,SS,5,1,0,1,1,0,1,0,1,0,0,0,0,0
2023-02-06,LIGURIA,EE,4,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-06,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-06,LIGURIA,MM,2,11,5,6,10,5,5,6,4,1,0,1,1,0
2023-02-06,LIGURIA,MM,3,6,4,2,5,4,1,2,3,1,0,1,1,0
2023-02-06,LOMBARDIA,MM,3,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-06,LOMBARDIA,SS,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-06,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-06,LOMBARDIA,SS,4,6,2,4,5,2,3,5,0,1,0,1,1,0
2023-02-06,LOMBARDIA,SS,5,19,4,15,17,4,13,15,2,2,0,2,2,0
2023-02-06,SICILIA,EE,1,5,3,2,5,3,2,5,0,0,0,0,0,0
2023-02-06,SICILIA,EE,2,11,4,7,11,4,7,11,0,0,0,0,0,0
2023-02-06,SICILIA,EE,5,2,0,2,2,0,2,2,0,0,0,0,0,0
2023-02-07,CAMPANIA,EE,2,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,CAMPANIA,EE,5,1,1,0,1,1,0,1,0,0,0,0,0,0
2023-02-07,CAMPANIA,MM,1,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-07,CAMPANIA,MM,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,LAZIO,SS,5,2,0,2,2,0,2,1,1,0,0,0,0,0
2023-02-07,LIGURIA,EE,4,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,LIGURIA,EE,5,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,LIGURIA,MM,2,5,3,2,4,3,1,2,2,1,0,1,1,0
2023-02-07,LIGURIA,MM,3,3,2,1,2,2,0,1,1,1,0,1,1,0
2023-02-07,LOMBARDIA,SS,1,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,LOMBARDIA,SS,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,LOMBARDIA,SS,4,4,2,2,4,2,2,4,0,0,0,0,0,0
2023-02-07,LOMBARDIA,SS,5,7,2,5,5,2,3,5,0,2,0,2,2,0
2023-02-07,SICILIA,EE,5,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-07,ABRUZZO,EE,1,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,ABRUZZO,EE,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,ABRUZZO,EE,4,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-07,ABRUZZO,MM,1,6,2,4,0,0,0,0,0,6,2,4,6,0
2023-02-07,ABRUZZO,MM,2,11,2,9,0,0,0,0,0,11,2,9,11,0
2023-02-07,ABRUZZO,MM,3,4,1,3,0,0,0,0,0,4,1,3,4,0
2023-02-07,BASILICATA,EE,4,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,BASILICATA,MM,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,CALABRIA,AA,1,5,0,5,0,0,0,0,0,5,0,5,5,0
2023-02-07,CALABRIA,AA,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,CALABRIA,EE,1,8,1,7,1,0,1,1,0,7,1,6,7,0
2023-02-07,CALABRIA,EE,2,4,0,4,0,0,0,0,0,4,0,4,4,0
2023-02-07,CALABRIA,EE,3,4,0,4,0,0,0,0,0,4,0,4,4,0
2023-02-07,CALABRIA,EE,4,7,1,6,0,0,0,0,0,7,1,6,7,0
2023-02-07,CALABRIA,EE,5,3,1,2,0,0,0,0,0,3,1,2,3,0
2023-02-07,CALABRIA,MM,1,12,3,9,1,1,0,1,0,11,2,9,11,0
2023-02-07,CALABRIA,MM,2,8,3,5,1,1,0,1,0,7,2,5,7,0
2023-02-07,CALABRIA,MM,3,9,2,7,1,0,1,1,0,8,2,6,8,0
2023-02-07,CALABRIA,SS,1,15,7,8,6,3,3,5,1,9,4,5,9,0
2023-02-07,CALABRIA,SS,2,5,2,3,0,0,0,0,0,5,2,3,4,1
2023-02-07,CALABRIA,SS,3,10,4,6,6,2,4,6,0,4,2,2,3,1
2023-02-07,CALABRIA,SS,4,15,6,9,10,4,6,10,0,5,2,3,4,1
2023-02-07,CALABRIA,SS,5,20,8,12,15,6,9,15,0,5,2,3,5,0
2023-02-07,CAMPANIA,EE,1,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,CAMPANIA,EE,2,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,CAMPANIA,EE,3,4,2,2,2,1,1,2,0,2,1,1,2,0
2023-02-07,CAMPANIA,EE,4,3,2,1,1,1,0,1,0,2,1,1,2,0
2023-02-07,CAMPANIA,EE,5,5,2,3,2,1,1,2,0,3,1,2,3,0
2023-02-07,CAMPANIA,MM,1,13,3,10,4,1,3,4,0,9,2,7,9,0
2023-02-07,CAMPANIA,MM,2,14,6,8,6,5,1,6,0,8,1,7,8,0
2023-02-07,CAMPANIA,MM,3,11,4,7,4,1,3,3,1,7,3,4,7,0
2023-02-07,CAMPANIA,SS,1,17,6,11,6,4,2,6,0,11,2,9,11,0
2023-02-07,CAMPANIA,SS,2,13,3,10,0,0,0,0,0,13,3,10,12,1
2023-02-07,CAMPANIA,SS,3,7,2,5,3,2,1,3,0,4,0,4,4,0
2023-02-07,CAMPANIA,SS,4,13,5,8,7,4,3,7,0,6,1,5,6,0
2023-02-07,CAMPANIA,SS,5,18,9,9,8,7,1,8,0,10,2,8,10,0
2023-02-07,ESTERO,SS,1,13,8,5,11,7,4,10,1,2,1,1,2,0
2023-02-07,ESTERO,SS,2,9,2,7,4,2,2,4,0,5,0,5,5,0
2023-02-07,ESTERO,SS,3,9,5,4,7,5,2,6,1,2,0,2,2,0
2023-02-07,ESTERO,SS,4,10,3,7,8,3,5,8,0,2,0,2,2,0
2023-02-07,ESTERO,SS,5,8,4,4,6,3,3,6,0,2,1,1,2,0
2023-02-07,FRIULI VENEZIA GIULIA,AA,1,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,FRIULI VENEZIA GIULIA,EE,2,4,4,0,3,3,0,3,0,1,1,0,1,0
2023-02-07,FRIULI VENEZIA GIULIA,EE,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,FRIULI VENEZIA GIULIA,EE,5,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,FRIULI VENEZIA GIULIA,MM,1,6,3,3,0,0,0,0,0,6,3,3,6,0
2023-02-07,FRIULI VENEZIA GIULIA,MM,2,4,1,3,0,0,0,0,0,4,1,3,4,0
2023-02-07,FRIULI VENEZIA GIULIA,MM,3,7,2,5,1,1,0,0,1,6,1,5,6,0
2023-02-07,FRIULI VENEZIA GIULIA,SS,1,14,12,2,11,10,1,11,0,3,2,1,3,0
2023-02-07,FRIULI VENEZIA GIULIA,SS,2,15,15,0,14,14,0,13,1,1,1,0,1,0
2023-02-07,FRIULI VENEZIA GIULIA,SS,3,8,6,2,6,6,0,6,0,2,0,2,2,0
2023-02-07,FRIULI VENEZIA GIULIA,SS,4,4,3,1,4,3,1,4,0,0,0,0,0,0
2023-02-07,FRIULI VENEZIA GIULIA,SS,5,4,3,1,3,3,0,3,0,1,0,1,1,0
2023-02-07,LAZIO,AA,1,9,2,7,0,0,0,0,0,9,2,7,9,0
2023-02-07,LAZIO,AA,2,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,LAZIO,EE,1,34,8,26,2,2,0,2,0,32,6,26,28,4
2023-02-07,LAZIO,EE,2,28,8,20,1,0,1,1,0,27,8,19,24,3
2023-02-07,LAZIO,EE,3,20,6,14,1,0,1,1,0,19,6,13,19,0
2023-02-07,LAZIO,EE,4,23,5,18,0,0,0,0,0,23,5,18,20,3
2023-02-07,LAZIO,EE,5,27,5,22,1,0,1,1,0,26,5,21,26,0
2023-02-07,LAZIO,MM,1,91,27,64,8,7,1,7,1,83,20,63,76,6
2023-02-07,LAZIO,MM,2,96,19,77,5,1,4,4,1,91,18,73,83,7
2023-02-07,LAZIO,MM,3,104,28,76,6,4,2,5,1,98,24,74,94,4
2023-02-07,LAZIO,SS,1,220,79,140,98,55,43,93,5,122,24,97,110,12
2023-02-07,LAZIO,SS,2,170,73,97,80,50,30,73,7,90,23,67,85,3
2023-02-07,LAZIO,SS,3,158,77,81,93,62,31,86,7,65,15,50,58,5
2023-02-07,LAZIO,SS,4,163,80,83,109,67,42,99,10,54,13,41,48,5
2023-02-07,LAZIO,SS,5,176,74,102,135,67,68,126,9,41,7,34,37,3
2023-02-07,LIGURIA,AA,1,25,8,17,0,0,0,0,0,25,8,17,12,13
2023-02-07,LIGURIA,EE,1,50,11,39,1,0,1,1,0,49,11,38,29,20
2023-02-07,LIGURIA,EE,2,39,8,31,0,0,0,0,0,39,8,31,31,8
2023-02-07,LIGURIA,EE,3,40,11,29,1,1,0,1,0,39,10,29,31,8
2023-02-07,LIGURIA,EE,4,46,8,38,0,0,0,0,0,46,8,38,32,14
2023-02-07,LIGURIA,EE,5,45,12,33,0,0,0,0,0,45,12,33,35,10
2023-02-07,LIGURIA,MM,1,104,29,74,3,2,1,3,0,101,27,73,73,28
2023-02-07,LIGURIA,MM,2,87,19,67,2,1,1,2,0,85,18,66,71,14
2023-02-07,LIGURIA,MM,3,89,23,66,5,3,2,5,0,84,20,64,63,21
2023-02-07,LOMBARDIA,AA,1,13,5,8,0,0,0,0,0,13,5,8,12,1
2023-02-07,LOMBARDIA,AA,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,LOMBARDIA,EE,1,39,13,26,1,1,0,1,0,38,12,26,35,3
2023-02-07,LOMBARDIA,EE,2,34,10,24,2,2,0,1,1,32,8,24,28,4
2023-02-07,LOMBARDIA,EE,3,38,12,26,5,5,0,5,0,33,7,26,27,6
2023-02-07,LOMBARDIA,EE,4,36,11,25,6,5,1,6,0,30,6,24,27,3
2023-02-07,LOMBARDIA,EE,5,35,9,26,10,5,5,8,2,25,4,21,22,3
2023-02-07,LOMBARDIA,MM,1,117,44,73,45,21,24,34,11,72,23,49,67,5
2023-02-07,LOMBARDIA,MM,2,95,39,56,38,20,18,35,3,57,19,38,49,8
2023-02-07,LOMBARDIA,MM,3,99,39,60,36,21,15,33,3,63,18,45,50,13
2023-02-07,LOMBARDIA,SS,1,343,159,184,210,116,94,189,21,133,43,90,121,12
2023-02-07,LOMBARDIA,SS,2,273,127,146,190,107,83,165,25,83,20,63,80,3
2023-02-07,LOMBARDIA,SS,3,245,117,128,151,90,61,132,19,94,27,67,92,2
2023-02-07,LOMBARDIA,SS,4,202,96,106,135,76,59,121,14,67,20,47,62,5
2023-02-07,LOMBARDIA,SS,5,202,96,105,133,78,55,117,16,69,18,50,65,4
2023-02-07,MARCHE,AA,1,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,MARCHE,EE,2,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,MARCHE,EE,4,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,MARCHE,MM,1,3,0,3,0,0,0,0,0,3,0,3,3,0
2023-02-07,MARCHE,MM,2,3,0,3,0,0,0,0,0,3,0,3,3,0
2023-02-07,MARCHE,MM,3,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,MARCHE,SS,1,58,21,37,44,15,29,43,1,14,6,8,13,1
2023-02-07,MARCHE,SS,2,39,21,18,33,18,15,30,3,6,3,3,6,0
2023-02-07,MARCHE,SS,3,33,8,25,19,6,13,14,5,14,2,12,13,1
2023-02-07,MARCHE,SS,4,32,12,20,26,11,15,25,1,6,1,5,6,0
2023-02-07,MARCHE,SS,5,32,12,20,26,11,15,24,2,6,1,5,6,0
2023-02-07,PIEMONTE,AA,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,PIEMONTE,EE,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,PIEMONTE,EE,2,2,0,2,1,0,1,1,0,1,0,1,1,0
2023-02-07,PIEMONTE,EE,3,2,2,0,0,0,0,0,0,2,2,0,2,0
2023-02-07,PIEMONTE,EE,4,4,1,3,1,0,1,0,1,3,1,2,3,0
2023-02-07,PIEMONTE,EE,5,1,0,1,0,0,0,0,0,1,0,1,0,1
2023-02-07,PIEMONTE,MM,1,4,2,2,0,0,0,0,0,4,2,2,4,0
2023-02-07,PIEMONTE,MM,2,4,2,2,2,1,1,1,1,2,1,1,2,0
2023-02-07,PIEMONTE,MM,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,PIEMONTE,SS,1,5,1,4,0,0,0,0,0,5,1,4,5,0
2023-02-07,PIEMONTE,SS,2,2,0,2,0,0,0,0,0,2,0,2,2,0
2023-02-07,PIEMONTE,SS,3,3,1,2,0,0,0,0,0,3,1,2,3,0
2023-02-07,PIEMONTE,SS,4,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,PUGLIA,AA,1,6,0,6,0,0,0,0,0,6,0,6,6,0
2023-02-07,PUGLIA,AA,2,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,PUGLIA,EE,1,13,3,10,0,0,0,0,0,13,3,10,13,0
2023-02-07,PUGLIA,EE,2,11,4,7,0,0,0,0,0,11,4,7,11,0
2023-02-07,PUGLIA,EE,3,11,3,8,2,1,1,2,0,9,2,7,9,0
2023-02-07,PUGLIA,EE,4,13,1,12,1,0,1,1,0,12,1,11,12,0
2023-02-07,PUGLIA,EE,5,4,2,2,2,1,1,2,0,2,1,1,2,0
2023-02-07,PUGLIA,MM,1,26,5,21,4,0,4,4,0,22,5,17,21,1
2023-02-07,PUGLIA,MM,2,24,5,19,4,2,2,3,1,20,3,17,20,0
2023-02-07,PUGLIA,MM,3,22,4,18,6,2,4,6,0,16,2,14,15,0
2023-02-07,PUGLIA,SS,1,67,28,39,45,24,21,41,4,22,4,18,22,0
2023-02-07,PUGLIA,SS,2,32,10,22,16,5,11,16,0,16,5,11,16,0
2023-02-07,PUGLIA,SS,3,33,14,19,20,11,9,19,1,13,3,10,13,0
2023-02-07,PUGLIA,SS,4,34,20,14,15,10,5,15,0,19,10,9,18,1
2023-02-07,PUGLIA,SS,5,36,17,19,22,8,14,21,1,14,9,5,12,2
2023-02-07,SARDEGNA,EE,1,1,0,1,1,0,1,1,0,0,0,0,0,0
2023-02-07,SARDEGNA,EE,3,1,1,0,0,0,0,0,0,1,1,0,1,0
2023-02-07,SARDEGNA,EE,4,1,1,0,0,0,0,0,0,1,1,0,0,1
2023-02-07,SARDEGNA,EE,5,2,1,1,1,1,0,1,0,1,0,1,1,0
2023-02-07,SARDEGNA,MM,2,2,1,1,0,0,0,0,0,2,1,1,2,0
2023-02-07,SARDEGNA,MM,3,5,3,2,2,1,1,2,0,3,2,1,3,0
2023-02-07,SARDEGNA,SS,1,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,SARDEGNA,SS,2,2,2,0,1,1,0,1,0,1,1,0,1,0
2023-02-07,SARDEGNA,SS,3,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,SARDEGNA,SS,4,1,0,1,1,0,1,0,1,0,0,0,0,0
2023-02-07,SARDEGNA,SS,5,1,0,1,0,0,0,0,0,1,0,1,1,0
2023-02-07,SICILIA,AA,1,1,0,1,0,0,0,0,0,1,0,1,1,0
